,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,foo
247,167,101,76,71,94,0,71,8,0,62,3,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,97,110,76,71,94,71,8,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,117,77,76,71,94,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,59,77,76,71,94,46,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
251,42,106,85,71,94,0,0,1,5,9,0,19,26,0,0,0,6,2,0,0,0,0,0,0,0,0,0
252,85,82,76,71,94,0,14,6,0,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
253,86,77,76,71,95,12,45,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40
254,56,79,148,91,94,0,0,14,32,0,0,0,1,1,0,0,0,17,53,0,0,0,0,0,0,0,0
255,200,77,76,71,94,24,62,56,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,57,78,77,72,94,0,0,0,0,43,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100
257,16,79,76,88,142,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,27,0,0
258,74,119,114,71,94,0,0,52,13,0,0,0,0,0,27,47,0,0,0,0,0,0,0,0,0,0,0
259,53,123,76,71,94,0,0,0,0,0,35,10,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,65,85,137,71,94,0,0,9,44,2,0,0,0,0,0,0,34,22,0,0,0,0,0,0,0,0,0
261,63,104,95,108,94,0,0,1,2,0,45,32,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
262,55,95,76,71,94,0,0,0,0,0,53,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40
263,82,96,76,71,94,0,0,0,0,36,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
264,100,96,76,71,94,38,13,0,0,0,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,84,95,76,71,94,1,0,7,41,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
266,47,106,76,71,94,1,2,0,0,3,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,59,94,76,71,94,0,2,1,1,2,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
268,130,77,76,71,94,37,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,91,105,76,71,94,0,0,0,0,14,80,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,54,90,77,72,94,5,7,0,0,0,35,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100
271,115,77,76,71,94,18,28,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,64,88,77,103,125,0,0,21,0,0,44,2,0,0,0,0,0,0,0,0,1,0,11,27,0,0,0
273,102,77,76,72,94,65,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
274,82,109,76,71,94,0,0,0,12,50,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,26,149,79,72,94,6,4,2,0,0,0,0,6,70,0,0,0,1,2,0,0,0,0,0,0,0,0
276,18,99,110,71,94,0,0,3,3,0,0,0,0,0,0,43,7,0,0,0,0,0,0,0,0,0,0
277,61,77,76,71,94,0,0,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
278,54,94,79,71,94,0,0,0,0,0,52,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,60
279,59,77,76,75,102,0,0,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,60
280,75,78,76,71,94,7,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100
281,54,115,76,71,94,0,2,1,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,80,77,83,89,94,31,31,0,0,9,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,70
283,53,79,78,78,94,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,100
284,93,77,76,71,94,0,71,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,118,77,76,71,94,2,51,45,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,22,114,102,74,94,0,0,0,4,5,0,0,0,0,37,21,0,0,0,0,2,0,0,0,0,0,0
287,101,77,76,71,94,42,6,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,27,77,76,114,122,0,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,0,0
289,98,87,76,71,94,51,5,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,18,137,92,71,94,0,0,2,2,1,0,0,0,24,51,0,0,0,0,0,0,0,0,0,0,0,0
291,74,78,77,71,94,0,0,0,14,50,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100
292,21,87,87,71,94,1,1,1,3,2,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,100
293,118,89,76,71,94,0,32,47,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,52,88,76,71,94,3,3,2,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
295,89,77,76,71,94,0,16,63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
296,57,102,117,71,94,5,42,0,0,0,1,0,0,0,0,44,14,0,0,0,0,0,0,0,0,0,0
297,122,88,76,72,123,2,1,50,14,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0
298,78,90,114,73,94,60,10,0,0,0,0,0,0,0,0,11,31,0,0,1,2,0,0,0,0,0,0
299,115,77,76,71,94,31,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,74,77,76,71,94,0,0,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
301,26,140,76,75,98,0,0,1,2,0,0,0,44,32,0,0,0,0,0,0,0,0,2,3,0,0,0
302,78,77,76,71,94,14,35,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
303,17,80,92,111,94,0,2,1,0,0,0,0,5,0,0,0,0,0,0,11,29,0,0,0,0,0,0
304,71,130,83,71,98,0,25,37,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,2,0
305,98,77,76,72,95,0,33,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
306,105,130,76,72,98,0,0,0,43,19,33,12,18,26,0,0,0,0,0,0,0,0,1,0,0,2,0
307,48,141,107,71,94,0,0,3,2,0,1,61,2,0,19,39,0,0,0,0,0,0,0,0,0,0,0
308,133,77,76,71,94,24,55,0,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,63,121,79,71,94,0,0,0,37,9,0,0,28,24,0,0,1,2,0,0,0,0,0,0,0,0,0
310,30,102,80,75,94,0,0,0,0,0,0,29,15,0,0,0,0,0,1,5,0,0,0,0,0,0,0
311,105,89,76,71,94,0,0,0,1,59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
312,15,81,76,72,160,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,32,0
313,94,97,76,74,94,0,0,0,0,59,13,35,0,0,0,0,0,0,0,0,0,1,2,0,0,0,40
314,77,77,81,77,94,0,0,50,12,4,3,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,100
315,93,115,79,72,94,0,0,5,41,1,0,76,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
316,62,77,76,86,106,0,14,32,1,6,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,30
317,90,77,76,72,97,0,55,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10
318,56,77,81,75,94,0,0,28,18,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,100
319,43,95,76,71,94,0,0,4,0,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
320,56,88,76,71,94,5,3,3,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
321,99,77,76,73,95,0,5,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
322,16,84,177,95,94,0,0,1,0,0,0,0,8,1,0,0,2,54,16,24,0,0,0,0,0,0,0
323,145,77,84,73,94,0,80,61,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
324,131,77,77,71,94,31,81,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,37,102,77,71,94,0,5,1,0,0,0,36,9,0,1,0,0,0,0,0,0,0,0,0,0,0,10
326,53,103,79,71,94,0,0,0,0,0,37,31,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
327,122,92,76,71,94,0,47,32,0,10,36,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
328,99,77,76,72,97,0,0,0,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10
329,13,93,122,73,94,0,0,0,0,0,0,0,0,0,0,15,34,0,3,1,0,0,0,0,0,0,0
330,108,83,76,71,94,0,0,0,43,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,102,77,79,71,94,0,0,49,23,23,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
332,18,127,86,72,97,1,2,0,1,2,0,0,0,28,31,0,0,0,0,0,0,0,0,0,1,0,0
333,15,118,77,73,105,0,0,0,0,0,0,0,9,35,0,1,0,0,0,0,0,0,0,0,5,2,0
334,61,109,91,71,94,0,5,41,3,0,2,1,0,0,40,3,0,0,0,0,0,0,0,0,0,0,60
335,18,77,76,71,161,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
336,51,97,106,99,94,0,0,0,0,0,40,21,0,0,0,0,0,0,11,31,1,0,0,0,0,0,10
337,93,77,76,71,94,13,11,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
338,79,117,77,81,94,62,0,1,3,0,0,0,10,34,0,0,0,0,0,0,3,5,0,0,0,0,60
339,134,78,76,71,94,0,37,26,38,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,81,96,76,71,94,0,1,0,28,18,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
341,36,98,119,84,94,0,0,0,0,0,7,38,0,0,0,2,1,5,37,0,0,0,0,0,0,0,0
342,126,80,77,71,94,0,0,12,50,49,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
343,79,78,76,71,94,0,0,3,62,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
344,56,92,138,71,94,14,32,0,0,0,0,0,0,0,0,3,58,5,0,0,0,0,0,0,0,0,0
345,92,77,76,71,94,8,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,95,119,98,71,95,0,27,56,0,0,4,2,0,0,47,11,0,0,0,0,0,0,0,0,0,1,0
347,49,88,76,72,96,4,1,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
348,76,100,76,71,94,37,9,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100
349,19,116,99,73,102,0,0,3,3,0,0,0,0,0,45,13,0,0,0,0,0,0,0,0,5,1,0
350,100,82,92,79,94,0,0,9,64,18,0,0,3,3,0,0,0,0,15,4,0,0,0,0,0,0,0
351,80,146,76,71,94,0,0,12,8,0,35,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,43,168,84,71,94,0,2,1,0,0,1,44,25,50,0,0,8,0,0,0,0,0,0,0,0,0,0
353,40,140,92,72,94,0,0,0,0,0,23,22,0,14,45,0,0,0,1,1,0,0,0,0,0,0,0
354,53,122,98,71,94,0,0,0,0,31,14,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,0
355,22,77,76,99,129,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0
356,113,79,77,73,95,0,44,19,0,38,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
357,83,112,77,72,94,6,57,1,0,0,0,0,43,4,0,0,0,0,0,0,1,0,0,0,0,0,50
358,82,109,78,126,94,0,0,0,28,18,0,50,11,0,0,0,0,0,0,0,5,34,0,0,0,0,0
359,63,77,77,71,94,2,6,0,23,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100
360,66,87,76,71,94,0,0,0,19,28,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100
361,37,77,77,72,94,15,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
362,161,77,76,71,94,95,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,76,77,76,71,94,0,46,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
364,91,92,76,79,94,0,0,0,41,5,43,10,0,0,0,0,0,0,0,0,0,5,1,0,0,0,80
365,61,77,76,73,97,1,38,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,100
366,74,85,77,71,94,0,0,0,38,27,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,100
367,114,77,76,71,94,0,32,14,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,132,77,76,71,94,59,7,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,112,82,76,71,94,0,0,0,40,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,49,147,83,71,94,0,2,0,9,0,18,27,0,37,22,0,0,0,0,0,0,0,0,0,0,0,0
371,74,108,90,71,94,2,20,44,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,70
372,13,79,78,118,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,21,22,0,0,0
373,70,106,76,71,94,0,0,46,0,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30
374,55,131,76,71,94,2,1,0,0,0,23,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,76,77,76,71,94,1,2,0,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
376,111,114,79,75,94,0,0,0,0,4,125,13,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
377,24,77,80,124,94,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,0
378,61,77,76,71,94,25,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
379,68,119,100,71,94,0,0,0,0,48,14,0,0,0,42,17,0,0,0,0,0,0,0,0,0,0,0
380,163,78,76,71,94,5,42,37,62,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,72,80,78,71,94,31,31,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,100
382,129,77,76,71,94,0,0,31,56,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,133,78,76,71,94,0,2,4,25,92,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,79,93,76,71,94,1,12,5,0,4,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
385,17,86,136,71,94,0,1,2,1,0,0,0,0,0,0,0,37,20,0,0,0,0,0,0,0,0,0
386,68,87,76,71,94,0,1,1,2,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
387,55,94,76,71,94,0,5,5,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
388,41,95,76,108,119,0,0,2,0,0,17,29,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0
389,73,106,76,71,94,32,14,0,2,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70
390,87,94,107,74,100,0,39,39,0,0,0,0,0,0,0,29,14,0,0,0,0,0,0,3,3,0,0
391,13,83,148,91,94,0,0,0,0,0,0,0,0,6,1,1,0,16,55,0,0,0,0,0,0,0,0
392,58,132,96,71,94,0,0,0,0,7,55,0,0,0,53,5,0,0,0,0,0,0,0,0,0,0,0
393,98,119,115,71,94,0,4,70,16,0,0,0,0,0,25,49,0,0,0,0,0,0,0,0,0,0,0
394,76,118,76,75,120,0,0,2,1,1,44,59,2,0,0,0,0,0,0,0,0,0,0,0,10,6,0
395,22,81,103,105,94,0,0,1,8,0,0,0,0,0,2,6,0,0,0,29,12,0,0,0,0,0,10
396,35,97,122,71,94,0,0,2,9,12,0,0,0,0,0,27,31,0,0,0,0,0,0,0,0,0,0
397,134,79,84,88,94,6,106,12,0,0,2,4,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0
398,68,78,76,71,94,0,9,39,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
399,36,139,78,71,94,0,0,0,0,0,7,38,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0
400,32,77,85,87,94,0,0,12,8,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,100
401,175,77,76,71,94,57,21,59,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,67,82,122,78,94,0,1,1,0,44,12,4,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0
403,178,87,76,71,94,0,14,103,8,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,19,119,116,71,94,2,0,0,2,1,1,1,0,0,22,51,0,0,0,0,0,0,0,0,0,0,0
405,64,88,76,71,94,0,0,0,0,25,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
406,26,173,87,71,94,0,0,0,0,0,0,9,36,41,34,0,0,0,0,0,0,0,0,0,0,0,0
407,18,77,80,144,112,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,13,12,38,0,0,0,0
408,84,130,83,74,95,0,0,0,0,49,5,19,58,0,0,0,0,2,4,0,0,0,1,1,0,0,0
409,88,78,126,71,94,24,55,1,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0
410,13,80,135,72,94,0,0,0,0,0,0,0,0,0,0,0,14,35,1,1,0,0,0,0,0,0,0
411,110,118,76,72,100,0,0,0,0,5,113,28,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
412,106,78,77,71,94,3,7,0,14,71,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
413,73,81,76,72,106,0,0,0,4,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,50
414,74,77,79,72,94,0,1,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,100
415,17,82,142,71,94,0,0,0,1,2,1,2,0,0,0,0,18,39,0,0,0,0,0,0,0,0,0
416,91,77,97,106,94,0,4,41,37,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,0
417,71,119,98,96,94,6,56,0,0,0,0,0,0,0,52,7,1,0,0,0,2,16,0,0,0,0,0
418,97,101,76,71,94,0,0,0,0,21,89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,59,77,80,78,94,23,23,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,100
420,76,77,76,71,94,1,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
421,83,77,76,71,94,0,45,20,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
422,78,77,76,71,94,50,12,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
423,142,77,76,71,94,9,37,28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,60,83,103,99,94,0,3,6,0,24,21,1,0,0,0,0,0,0,4,37,0,0,0,0,0,0,30
425,114,77,76,71,94,0,0,37,59,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,35,100,81,72,94,0,0,0,0,0,2,44,2,0,0,0,0,1,3,0,0,0,0,0,0,0,10
427,62,77,76,71,94,1,1,18,28,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
428,130,94,76,71,94,0,16,63,3,0,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,90,110,76,71,94,0,0,12,11,44,3,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,75,84,76,71,94,2,13,50,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,100
431,80,79,76,71,94,0,50,12,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
432,142,77,76,71,94,5,42,41,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,113,80,77,71,94,0,18,28,0,57,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
434,32,94,120,74,95,0,17,4,0,0,0,0,0,0,0,19,31,1,1,0,0,0,2,0,0,0,0
435,45,95,76,71,94,0,3,5,0,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
436,110,98,76,71,94,37,26,1,0,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,67,77,76,71,94,14,32,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
438,53,96,86,87,94,0,0,0,0,0,48,13,0,0,1,1,0,0,0,10,8,0,0,0,0,0,50
439,92,77,77,72,94,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
440,94,113,76,71,94,0,0,0,14,32,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,114,80,76,71,94,0,0,31,34,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,45,110,78,71,94,0,0,5,2,0,0,48,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0
443,59,114,84,71,94,2,1,0,32,14,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,10
444,104,80,76,71,94,0,18,69,5,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,131,77,76,71,94,0,6,87,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,131,121,76,71,95,29,20,0,0,0,63,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
447,115,77,76,71,94,0,39,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,82,77,76,71,94,0,0,37,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
449,78,77,76,71,94,1,3,32,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
450,49,100,76,71,103,1,0,0,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
451,190,77,76,71,94,50,92,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,118,77,76,71,94,56,48,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,64,77,76,71,94,2,5,1,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
454,76,77,76,71,94,50,12,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
455,121,77,76,71,94,46,5,52,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,59,77,82,122,94,0,0,0,10,39,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0
457,117,77,76,71,94,0,0,17,63,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,125,77,76,71,94,0,28,70,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,80,99,76,73,94,0,0,2,1,41,11,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30
460,105,85,76,71,94,0,14,32,0,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,72,81,76,71,94,19,44,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,100
462,56,112,105,71,94,0,0,9,37,0,0,0,0,0,26,33,0,0,0,0,0,0,0,0,0,0,0
463,19,107,93,71,94,0,0,1,4,2,0,0,0,0,35,8,0,0,0,0,0,0,0,0,0,0,30
464,15,101,108,71,97,0,0,2,1,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,1,1,0
465,74,77,79,95,97,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2,0,100
466,117,77,77,71,94,50,59,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467,59,117,80,71,94,0,5,41,2,1,0,0,0,31,13,0,0,0,0,0,0,0,0,0,0,0,20
468,94,89,76,71,94,0,0,0,0,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
469,43,110,79,71,94,0,0,0,0,1,2,60,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
470,113,113,76,71,94,0,17,4,37,9,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,53,85,77,72,94,0,1,1,2,13,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100
472,74,77,154,84,94,20,45,0,0,0,0,0,0,0,0,0,0,35,36,0,0,0,0,0,0,0,0
473,92,77,76,71,94,71,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,66,85,81,72,94,0,0,0,0,37,26,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,100
475,56,79,79,76,94,0,0,28,18,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,100
476,76,83,76,71,94,0,0,0,31,31,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100
477,130,82,76,71,94,47,32,4,1,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,69,77,77,72,94,1,2,38,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
479,36,102,76,71,94,2,0,0,0,2,0,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10
480,129,77,76,71,95,0,0,12,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
481,62,79,76,71,94,0,0,1,15,32,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
482,78,123,101,71,94,0,46,0,0,0,1,44,0,0,12,31,0,0,1,0,0,0,0,0,0,0,0
483,98,143,87,71,94,23,23,0,0,0,53,8,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0
484,18,113,104,72,94,2,2,1,0,0,0,0,0,0,30,28,0,0,0,0,0,1,0,0,0,0,0
485,14,88,146,93,94,0,0,0,0,0,0,0,4,8,1,0,0,9,61,0,0,0,0,0,0,0,0
486,60,151,89,71,94,0,0,0,0,0,47,31,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0
487,89,100,100,71,94,0,1,2,63,16,0,0,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0
488,50,83,78,76,94,0,0,0,0,20,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,100
489,118,81,76,71,94,0,10,0,32,56,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,54,81,76,71,94,0,0,0,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
491,100,77,76,71,94,0,0,41,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,67,110,76,71,94,32,14,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,50
493,70,123,76,71,94,1,0,0,0,0,34,63,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,135,77,76,71,94,0,2,48,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
